ioc_type,ioc_value,threat_name,threat_type,severity,confidence,first_seen,last_seen,mitre_attack,tags,source,description
hash-sha256,dfb37247d12351ef9708cb6631ce2d7017897503657c6b882a711c0da8a9a591,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
hash-sha256,6d9bd98653d426b223007bbafb06ba4b83f83df8de01ee1463a8d60fb2be5107,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
hash-sha256,320a0b5d4900697e125cebb5ff03dee7368f8f087db1c1570b0b62f5a986d759,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
hash-sha256,45313a6745803a7f57ff35f5397fdf117eaec008a76417e6e2ac8a6280f7d830,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
hash-sha256,92fb4ad6dee9362d0596fda7bbcfe1ba353f812ea801d1870e37bfc6376e624a,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
hash-sha256,aa688682d44f0c6b0ed7f30b981a609100107f2d414a3a6e5808671b112d1878,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
ipv4,149.248.11.71,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
ipv4,6.0.3.1,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
domain,base64.getdecoder,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
domain,tomcat-users.xml,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
domain,c.substring,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
domain,java.io,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
url,https://www.cisa.gov/known-exploited-vulnerabilities-catalog?field_cve=CVE-2026-22769,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
cve,CVE-2026-22769,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/var/log/tomcat9/`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/var/cache/tomcat9/Catalina,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/home/kos/kbox/src/installation/distribution/convert_hosts.sh,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/home/kos/auditlog/fapi_cl_audit_log.log`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/var/cache/tomcat9/Catalina`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/home/kos/tomcat9/tomcat-users.xml`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/var/lib/tomcat9`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
file-path,/home/kos/kbox/src/installation/distribution/convert_hosts.sh`,CVE-2026-22769 - Dell RecoverPoint for VMs Zero-Day Exploitation (UNC6201 APT),vulnerability,medium,medium,2026-03-13,2026-03-13,T1021.004|T1027.002|T1037.004|T1059.004|T1071.001|T1090|T1190|T1505.003|T1552.001|T1562.004,cve-2026-22769---dell-recoverpoint-for-vms-zero-day-exploitation-(unc6201-apt),CVE-2026-22769-dell-recoverpoint-zero-day-unc6201,
domain,cert.gov.ua,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,registry.modification,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,hivepro.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,network.connection,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,office365.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,process.child,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,www.picussecurity.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
url,https://cert.gov.ua/article/XXXXX,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
url,https://www.picussecurity.com/resource/blog/cve-2026-21509-apt28-exploits-microsoft-office-zero-day-vulnerability,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
url,https://socprime.com/blog/detect-uac-0001-attacks-exploiting-cve-2026-21509/,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
url,https://www.recordedfuture.com/blog/january-2026-cve-landscape,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
url,https://hivepro.com/threat-advisory/cve-2026-21509-microsoft-office-zero-day-under-active-exploitation/,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
cve,CVE-2023-23397,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
filename,hivepro.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
filename,office365.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
filename,picussecurity.com,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
registry-key,HKLM\SOFTWARE\Microsoft\Office</match>,CVE-2026-21509: Microsoft Office Zero-Day Exploited by APT28,vulnerability,medium,medium,2026-03-13,2026-03-13,T1005|T1041|T1056|T1059|T1082|T1102|T1137|T1203|T1204.002|T1562.001|T1566.001,cve-2026-21509:-microsoft-office-zero-day-exploited-by-apt28,CVE-2026-21509-msoffice-apt28,
domain,pic1.png,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,data.win.eventdata.targetfilename,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,data.audit.file.name,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,data.win.eventdata.parentprocessname,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,file.data,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,data.url,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
domain,data.win.eventdata.commandline,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
url,https://unit42.paloaltonetworks.com/shadow-campaigns-uncovering-global-espionage/,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
url,https://www.bleepingcomputer.com/news/security/state-actor-targets-155-countries-in-shadow-campaigns-espionage-op/,TGR-STA-1030 / UNC6619 — Shadow Campaigns Global Espionage Operation,apt,medium,medium,2026-03-13,2026-03-13,T1014|T1027|T1070.004|T1082|T1090|T1090.003|T1105|T1190|T1204.002|T1213|T1497|T1505.003|T1518.001|T1564.001|T1566.002|T1572,tgr-sta-1030-/-unc6619-—-shadow-campaigns-global-espionage-operation,TGR-STA-1030-shadow-campaigns,"A state-sponsored threat group tracked as **TGR-STA-1030** (Palo Alto) / **UNC6619** (Mandiant), operating from Asia, has compromised **70+ government and critical infrastructure organizations across "
hash-sha1,e21564fd0fc3103c1d18b1e1525a0b40e9077d40,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,f5a129ba4141361ca266950dc4adcb2c548aa949,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,efb18cf7cf227037e034c0b525f502e642815f94,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,0365daf83e37d2c6daaae6c28b4c8343288ef2f9,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,975c763e050d0a9a46f0aafdde66d3e7f0626c5b,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,777040bed9d26f5da97e8977c6efc0586beae064,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,2eea39dbe11889e5713cbca020f7ede653bc48ec,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,dc785be0c4430bfc5b507255f892bf30134a02b6,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,feb4318a90057d92ea5ab6420ed6164dd9605013,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,5c1500296857ed0b0bb7230a1cb17993d25ab69b,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,f77499a8fc6e615e21bf111a88c658ba3d5f0f81,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,d97d21536c061e7a7151a453242d36f3ab196a14,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
hash-sha1,b55e063607e8f56c9b398b289ba04ddca11398fe,MuddyWater APT - Operation Olalampo (2026),apt,medium,medium,2026-03-13,2026-03-13,T1003|T1005|T1021.001|T1021.002|T1027|T1041|T1046|T1053.005|T1055|T1056.001|T1059|T1071.001|T1082|T1083|T1102|T1105|T1114|T1190|T1204.002|T1546.003|T1547.001|T1555|T1566.001|T1567,muddywater-apt---operation-olalampo-(2026),MuddyWater-Operation-Olalampo-2026,
