ioc_type,ioc_value,threat_name,threat_type,severity,confidence,first_seen,last_seen,mitre_attack,tags,source,description
filename,fodhelper.exe,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
registry-key,HKCU\Software\Microsoft\Windows\CurrentVersion\Run\SystemUpdate,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run`,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
registry-key,HKLM\Software\Microsoft\Windows\CurrentVersion\Run\LockBitUpdate,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
file-path,C:\\README.txt,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
file-path,C:\\RESTORE_FILES.txt,LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
file-path,/var/lib/vz/dump/),LockBit 5.0 Ransomware — Comprehensive Deep-Dive Analysis,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1005|T1018|T1021.001|T1021.002|T1027|T1039|T1041|T1053.005|T1055|T1057|T1059|T1059.001|T1059.003|T1069|T1070.001|T1071.001|T1078|T1082|T1083|T1090.003|T1112|T1134|T1135|T1140|T1190|T1204.002|T1486|T1489|T1490|T1497|T1529|T1543.003|T1547.001|T1548.002|T1555|T1560|T1562.001|T1566.001|T1566.002|T1567|T1570|T1573,lockbit-5.0-ransomware-—-comprehensive-deep-dive-analysis,lockbit-5.0,
domain,ndm448.com,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
domain,document.pdf,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
domain,document.pdf.a1b2c3d4.recovery,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
domain,win.makop,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
url,https://malpedia.caad.fkie.fraunhofer.de/details/win.makop),Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
url,https://www.cyfirma.com/news/weekly-intelligence-report-20-february-2026/),Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
filename,ndm448.com,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
filename,document.pdf,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
registry-key,HKCU\\Software\\Microsoft\\Windows\\CurrentVersion\\Run</match>,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
file-path,C:\Users\%USERNAME%\AppData\Local\Temp\`,Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
file-path,"D:\,",Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
file-path,C:\Users\*`),Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
file-path,"C:\,",Ndm448 Ransomware — Makop Family Double-Extortion Campaign,unknown,medium,medium,2026-03-13,2026-03-13,T1012|T1027.002|T1027.005|T1057|T1059.003|T1070.004|T1082|T1083|T1115|T1129|T1135|T1222|T1486|T1490|T1518|T1547.001|T1564.003|T1614,** `ransomware` `makop` `ndm448` `double-extortion` `enterprise` `windows`;ndm448-ransomware-—-makop-family-double-extortion-campaign,ndm448-makop-ransomware-feb2026,
domain,www.huntress.com,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
domain,bc.game,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
url,https://www.bleepingcomputer.com/news/security/crazy-ransomware-gang-abuses-employee-monitoring-tool-in-attacks/,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
url,https://www.huntress.com/blog/employee-monitoring-simplehelp-abused-in-ransomware-operations,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
filename,onedrivesvc.exe,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
filename,vshost.exe,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
filename,huntress.com,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
file-path,C:\ProgramData\OneDriveSvc\OneDriveSvc.exe`,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
file-path,C:\ProgramData\`,Crazy Ransomware — Employee Monitoring Tool Abuse,unknown,medium,medium,2026-03-13,2026-03-13,T1036.003|T1056.001|T1059.001|T1078.003|T1082|T1098|T1219|T1486|T1562.001|T1569.002,crazy-ransomware-—-employee-monitoring-tool-abuse,crazy-ransomware-employee-monitoring-abuse,"The Crazy ransomware gang is abusing legitimate employee monitoring software (Net Monitor for Employees Professional) and SimpleHelp remote support tool to maintain persistence, evade detection, and p"
domain,restore-my-files.txt,LockBit 5.0 Ransomware: Resurgence of a Disrupted Giant,unknown,medium,medium,2026-03-13,2026-03-13,T1003|T1021|T1021.002|T1039|T1041|T1046|T1059|T1071.001|T1110.001|T1133|T1136|T1190|T1484|T1486|T1490|T1562|T1562.001,** `ransomware` `lockbit` `raas` `critical` `russia` `encryption` `extortion`;lockbit-5.0-ransomware:-resurgence-of-a-disrupted-giant,LockBit-5.0,
filename,lockbit.exe,LockBit 5.0 Ransomware: Resurgence of a Disrupted Giant,unknown,medium,medium,2026-03-13,2026-03-13,T1003|T1021|T1021.002|T1039|T1041|T1046|T1059|T1071.001|T1110.001|T1133|T1136|T1190|T1484|T1486|T1490|T1562|T1562.001,** `ransomware` `lockbit` `raas` `critical` `russia` `encryption` `extortion`;lockbit-5.0-ransomware:-resurgence-of-a-disrupted-giant,LockBit-5.0,
registry-key,HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\Network\AppIDSvc,LockBit 5.0 Ransomware: Resurgence of a Disrupted Giant,unknown,medium,medium,2026-03-13,2026-03-13,T1003|T1021|T1021.002|T1039|T1041|T1046|T1059|T1071.001|T1110.001|T1133|T1136|T1190|T1484|T1486|T1490|T1562|T1562.001,** `ransomware` `lockbit` `raas` `critical` `russia` `encryption` `extortion`;lockbit-5.0-ransomware:-resurgence-of-a-disrupted-giant,LockBit-5.0,
domain,www.handsomegroup.com,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
domain,www.breachsense.com,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
url,https://www.cyfirma.com/news/weekly-intelligence-report-06-february-2026/,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
url,https://www.handsomegroup.com/,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
url,https://www.breachsense.com/ransomware-reports/january-2026/,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
filename,handsomegroup.com,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
filename,bcdedit.exe,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
filename,breachsense.com,The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
registry-key,HKLM\System\CurrentControlSet\Services\[random_service],The Gentlemen Ransomware - Indonesia Manufacturing Campaign (Mar 2026),unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1021.002|T1039|T1041|T1059.001|T1070.001|T1078.002|T1133|T1135|T1136|T1486|T1490|T1566.001,the-gentlemen-ransomware---indonesia-manufacturing-campaign-(mar-2026),the-gentlemen-ransomware-indonesia-mar2026,"- **Ransomware Family:** The Gentlemen
- **Severity:** 🔴 CRITICAL
- **Target Geography:** Indonesia (ASEAN region)
- **Target Industry:** Manufacturing, Industrial, OEM
- **Campaign Status:** Active ("
ipv4,188.130.206.168,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
ipv4,104.238.159.149,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
ipv4,65.38.121.198,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
ipv4,131.226.2.6,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
ipv4,134.199.202.205,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,spinstall1.aspx,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,c34718cbb4c6.ngrok-free.app,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,threat.technique.id,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,event.code,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,spinstall0.aspx,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,ransomware.live,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,spinstall2.aspx,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
domain,stopransomware.gov,Ransomware Threat Landscape Q1 2026: Escalating Attacks and New Groups,unknown,medium,medium,2026-03-13,2026-03-13,T1003.001|T1018|T1021.001|T1021.002|T1059.001|T1068|T1070.001|T1082|T1133|T1190|T1486|T1490|T1505.003|T1543.003|T1560.001|T1562.001|T1566.001|T1567.002,ransomware-threat-landscape-q1-2026:-escalating-attacks-and-new-groups,Ransomware-Trends-Q1-2026,
